region,comuna,latitud,longitud,trazabilidad__region,trazabilidad__comuna,LER,tratamiento_n1_name,cantidad_toneladas
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,9.4
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,12.22
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,14.1
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,11.75
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,7.99
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,9.87
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,11.75
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,7.52
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,14.1
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,10.81
Metropolitana de Santiago,Paine,-33.778003630626,-70.737899068947,Metropolitana de Santiago,Talagante,20 01 01 | Papel y cartón,Eliminación,10.34
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.08
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,San Bernardo,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,3.96
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,1.7
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Quilicura,15 01 01 | Envases de papel y cartón,Valorización,0.25
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,15 01 02 | Envases de plástico,Valorización,0.04
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.23
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.56
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Renca,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,0.08
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,15 01 02 | Envases de plástico,Valorización,0.17
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,1.67
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Talagante,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.43
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.96
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.51
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Renca,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,0.373
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,15 01 01 | Envases de papel y cartón,Valorización,0.067
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,1.77
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.07
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,3.01
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Renca,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,0.37
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,15 01 02 | Envases de plástico,Valorización,0.06
Metropolitana de Santiago,Melipilla,-33.661387731742,-71.219298246066,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.85
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,1.976
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,20 01 99 | Otras fracciones no especificadas en otra categoría,Recepción y Almacenamiento,0.91
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Lampa,20 01 99 | Otras fracciones no especificadas en otra categoría,Recepción y Almacenamiento,0.84
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,15 01 02 | Envases de plástico,Recepción y Almacenamiento,11.49
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,2.92
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05,Valorización,5.61
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,20 03 01 | Mezclas de residuos municipales,Valorización,0.62
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,20 03 01 | Mezclas de residuos municipales,Eliminación,164.52
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,1.051
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,15 01 02 | Envases de plástico,Recepción y Almacenamiento,15.65
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,0.852
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,2.29
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05,Valorización,4.24
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,20 03 01 | Mezclas de residuos municipales,Eliminación,140.53
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Lampa,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,0.008
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,14.47
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,San Bernardo,15 01 03 | Envases de madera,Valorización,2.95
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,4.95
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Cerro Navia,15 01 02 | Envases de plástico,Recepción y Almacenamiento,3.342
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05,Valorización,5.61
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,20 03 01 | Mezclas de residuos municipales,Valorización,0.62
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Tiltil,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,45.53
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,6.74
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Talagante,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,63.07
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,20 03 01 | Mezclas de residuos municipales,Eliminación,15.88
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,21.44
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,San Bernardo,15 01 03 | Envases de madera,Valorización,2.68
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,4.97
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Ñuble,Chillan Viejo,15 01 02 | Envases de plástico,Recepción y Almacenamiento,12.01
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Cerro Navia,15 01 02 | Envases de plástico,Recepción y Almacenamiento,1.97
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,15 01 02 | Envases de plástico,Recepción y Almacenamiento,0.61
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,15 01 02 | Envases de plástico,Recepción y Almacenamiento,4.57
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Tiltil,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,56.63
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,27.7
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Talagante,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,89.93
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,20 03 01 | Mezclas de residuos municipales,Eliminación,3.49
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,1.71
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,San Bernardo,15 01 03 | Envases de madera,Valorización,4.64
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,5.96
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 04 | Envases metálicos,Recepción y Almacenamiento,4.01
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,0.299
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Ñuble,Chillan Viejo,15 01 02 | Envases de plástico,Recepción y Almacenamiento,5.13
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,15 01 02 | Envases de plástico,Recepción y Almacenamiento,7.805
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,San Bernardo,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",Valorización,36.46
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05,Eliminación,7.08
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Tiltil,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,65.6
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Talagante,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,74.37
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,11.63
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,San Bernardo,15 01 03 | Envases de madera,Valorización,5.59
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,4.98
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,1.85
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Cerro Navia,15 01 02 | Envases de plástico,Recepción y Almacenamiento,7.48
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,20 01 39 | Plásticos,Valorización,16.2
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Tiltil,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,49.79
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Talagante,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,83.21
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,6.33
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,3.049
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 04 | Envases metálicos,Recepción y Almacenamiento,3.54
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Cerro Navia,15 01 02 | Envases de plástico,Recepción y Almacenamiento,7.04
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,15 01 02 | Envases de plástico,Recepción y Almacenamiento,0.851
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05,Eliminación,4.82
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Tiltil,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,107.13
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Talagante,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,28.41
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,13.67
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,5.55
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 04 | Envases metálicos,Recepción y Almacenamiento,2.82
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,1.6
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Cerro Navia,15 01 02 | Envases de plástico,Recepción y Almacenamiento,14.45
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quinta Normal,15 01 02 | Envases de plástico,Recepción y Almacenamiento,2.19
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,15 01 02 | Envases de plástico,Recepción y Almacenamiento,3.89
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05,Eliminación,4.39
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Talagante,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,33.82
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,105.03
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,7.66
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,4.17
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,15 01 03 | Envases de madera,Valorización,4.94
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 04 | Envases metálicos,Recepción y Almacenamiento,5.49
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,1.47
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Cerro Navia,15 01 02 | Envases de plástico,Recepción y Almacenamiento,7.26
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quinta Normal,15 01 02 | Envases de plástico,Recepción y Almacenamiento,1.07
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,20 01 39 | Plásticos,Valorización,13.91
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,171.06
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Valparaíso,Quilpué,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Valorización,10.0
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,4.62
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,19.93
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 04 | Envases metálicos,Recepción y Almacenamiento,3.07
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Cerro Navia,15 01 02 | Envases de plástico,Recepción y Almacenamiento,8.41
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,15 01 02 | Envases de plástico,Recepción y Almacenamiento,9.59
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,20 01 39 | Plásticos,Valorización,33.56
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Maipú,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,56.66
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Talagante,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,3.94
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,280.56
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Valparaíso,Quilpué,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Valorización,5.0
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,1.77
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,4.4
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,13.44
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,2.22
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Cerro Navia,15 01 02 | Envases de plástico,Recepción y Almacenamiento,10.72
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,20 01 39 | Plásticos,Valorización,12.19
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,167.42
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Valparaíso,Quilpué,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Valorización,50.0
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,20 01 08 | Residuos biodegradables de cocinas y restaurantes,Valorización,5.28
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Pudahuel,15 01 03 | Envases de madera,Valorización,3.07
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Estación Central,15 01 04 | Envases metálicos,Recepción y Almacenamiento,8.02
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Valparaíso,Valparaíso,15 01 02 | Envases de plástico,Recepción y Almacenamiento,8.44
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,15 01 02 | Envases de plástico,Recepción y Almacenamiento,7.31
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,La Pintana,20 01 39 | Plásticos,Valorización,10.51
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,Quilicura,20 01 99 | Otras fracciones no especificadas en otra categoría,Eliminación,114.47
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Metropolitana de Santiago,San Bernardo,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",Eliminación,8.09
Metropolitana de Santiago,Padre Hurtado,-33.565626892352,-70.818762984829,Valparaíso,Quilpué,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Valorización,7.5
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.21
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,1.67
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,3.18
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.24
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,3.66
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Talagante,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,3.18
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.36
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,1.31
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,1.55
Metropolitana de Santiago,Padre Hurtado,-33.56099610958,-70.822145038557,Metropolitana de Santiago,Maipú,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,2.05
Metropolitana de Santiago,Isla de Maipo,-33.753449533434,-70.907560792572,Metropolitana de Santiago,La Pintana,19 12 01 | Papel y cartón,Recepción y Almacenamiento,0.522
Metropolitana de Santiago,Isla de Maipo,-33.753449533434,-70.907560792572,Metropolitana de Santiago,La Pintana,20 01 39 | Plásticos,Recepción y Almacenamiento,0.339
Metropolitana de Santiago,Isla de Maipo,-33.753449533434,-70.907560792572,Metropolitana de Santiago,Talagante,20 03 01 | Mezclas de residuos municipales,Eliminación,0.92
Metropolitana de Santiago,Isla de Maipo,-33.753449533434,-70.907560792572,Metropolitana de Santiago,La Pintana,19 12 01 | Papel y cartón,Recepción y Almacenamiento,0.577
Metropolitana de Santiago,Isla de Maipo,-33.753449533434,-70.907560792572,Metropolitana de Santiago,La Pintana,20 01 39 | Plásticos,Recepción y Almacenamiento,0.246
Metropolitana de Santiago,Isla de Maipo,-33.753449533434,-70.907560792572,Metropolitana de Santiago,Talagante,20 03 01 | Mezclas de residuos municipales,Eliminación,0.92
Metropolitana de Santiago,Isla de Maipo,-33.753449533434,-70.907560792572,Metropolitana de Santiago,La Pintana,19 12 01 | Papel y cartón,Recepción y Almacenamiento,0.72
Metropolitana de Santiago,Isla de Maipo,-33.753449533434,-70.907560792572,Metropolitana de Santiago,La Pintana,20 01 39 | Plásticos,Recepción y Almacenamiento,0.386
Metropolitana de Santiago,Isla de Maipo,-33.753449533434,-70.907560792572,Metropolitana de Santiago,Talagante,20 03 01 | Mezclas de residuos municipales,Eliminación,0.69
