region,comuna,latitud,longitud,trazabilidad__region,trazabilidad__comuna,LER,tratamiento_n1_name,cantidad_toneladas
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.029
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 01 01 | Hormigón,Eliminación,28.0
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.027
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.032
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.027
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 01 01 | Hormigón,Eliminación,25.0
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.025
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.029
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 01 01 | Hormigón,Eliminación,25.0
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.025
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.027
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.029
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 01 01 | Hormigón,Eliminación,20.0
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.025
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.029
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.029
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 01 01 | Hormigón,Eliminación,25.0
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.027
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.03
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,17 02 01 | Madera libre de impregnación o pinturas,Eliminación,0.025
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",Eliminación,0.028
Arica y Parinacota,Arica,-18.466514769614,-70.295402898935,Arica y Parinacota,Arica,20 01 01 | Papel y cartón,Eliminación,0.029
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Recepción y Almacenamiento,0.72
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 40 | Metales,Recepción y Almacenamiento,0.523
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,0.097
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 01 | Papel y cartón,Recepción y Almacenamiento,14.683
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,5.91
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 39 | Plásticos,Recepción y Almacenamiento,5.948
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 02 | Vidrio,Recepción y Almacenamiento,1.641
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,2.933
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,4.392
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Valorización,1.087
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Recepción y Almacenamiento,0.32
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 40 | Metales,Recepción y Almacenamiento,0.416
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 01 | Papel y cartón,Recepción y Almacenamiento,8.717
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,0.224
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 39 | Plásticos,Recepción y Almacenamiento,2.32
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 07 | Envases de vidrio,Recepción y Almacenamiento,3.071
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,3.692
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,4.537
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Valorización,1.188
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 03 | Envases de madera,Recepción y Almacenamiento,0.192
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 40 | Metales,Recepción y Almacenamiento,0.254
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 01 | Papel y cartón,Recepción y Almacenamiento,7.954
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,0.589
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 39 | Plásticos,Recepción y Almacenamiento,1.681
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 07 | Envases de vidrio,Recepción y Almacenamiento,3.328
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,2.516
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Valorización,1.039
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 40 | Metales,Recepción y Almacenamiento,0.564
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 01 | Papel y cartón,Recepción y Almacenamiento,9.293
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,1.315
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 39 | Plásticos,Recepción y Almacenamiento,4.568
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,5.449
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Valorización,1.14
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 03 | Envases de madera,Recepción y Almacenamiento,0.264
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 40 | Metales,Recepción y Almacenamiento,0.713
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,0.441
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 01 | Papel y cartón,Recepción y Almacenamiento,19.204
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,4.223
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 39 | Plásticos,Recepción y Almacenamiento,8.17
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 07 | Envases de vidrio,Recepción y Almacenamiento,4.152
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,4.855
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,7.734
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 99 | Otras fracciones no especificadas en otra categoría,Valorización,2.175
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 03 | Envases de madera,Recepción y Almacenamiento,0.168
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 40 | Metales,Recepción y Almacenamiento,0.108
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 01 | Papel y cartón,Recepción y Almacenamiento,6.373
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,0.769
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 39 | Plásticos,Recepción y Almacenamiento,2.524
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 07 | Envases de vidrio,Recepción y Almacenamiento,0.381
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,7.513
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 03 | Envases de madera,Recepción y Almacenamiento,0.048
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 40 | Metales,Recepción y Almacenamiento,0.203
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,0.063
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 01 | Papel y cartón,Recepción y Almacenamiento,8.514
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,1.37
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 39 | Plásticos,Recepción y Almacenamiento,3.744
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 07 | Envases de vidrio,Recepción y Almacenamiento,0.428
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,4.767
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 03 | Envases de madera,Recepción y Almacenamiento,0.192
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 40 | Metales,Recepción y Almacenamiento,0.112
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 01 | Envases de papel y cartón,Recepción y Almacenamiento,0.467
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 01 | Papel y cartón,Recepción y Almacenamiento,5.697
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,1.234
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 39 | Plásticos,Recepción y Almacenamiento,2.796
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 07 | Envases de vidrio,Recepción y Almacenamiento,0.441
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,5.233
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 38 | Madera distinta de la especificada en el código 20 01 37,Recepción y Almacenamiento,0.24
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 40 | Metales,Recepción y Almacenamiento,0.407
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 01 | Papel y cartón,Recepción y Almacenamiento,7.506
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,15 01 02 | Envases de plástico,Recepción y Almacenamiento,0.947
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 39 | Plásticos,Recepción y Almacenamiento,2.981
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Metropolitana de Santiago,Lampa,20 01 02 | Vidrio,Recepción y Almacenamiento,1.831
Tarapacá,Iquique,-20.20699078847,-70.143509315164,Tarapacá,Pica,20 03 01 | Mezclas de residuos municipales,Eliminación,3.403
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Antofagasta,Antofagasta,17 02 10 | Plástico HDPE (polietileno de alta densidad),Recepción y Almacenamiento,239.59
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Antofagasta,Antofagasta,19 12 04 | Plástico y caucho,Recepción y Almacenamiento,113.18
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,17 04 07 | Metales mezclados,Valorización,180.98
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,10.37
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,20 03 02 | Residuos de mercados,Eliminación,1280.44
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Antofagasta,Antofagasta,19 12 04 | Plástico y caucho,Recepción y Almacenamiento,50.77
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Antofagasta,Antofagasta,17 02 10 | Plástico HDPE (polietileno de alta densidad),Recepción y Almacenamiento,42.4
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,17 04 07 | Metales mezclados,Valorización,130.17
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,15.33
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,20 03 02 | Residuos de mercados,Eliminación,655.59
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,17 04 07 | Metales mezclados,Valorización,330.48
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,12.22
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,20 03 02 | Residuos de mercados,Eliminación,2377.69
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Antofagasta,Antofagasta,19 12 04 | Plástico y caucho,Recepción y Almacenamiento,14.84
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Antofagasta,Antofagasta,17 02 10 | Plástico HDPE (polietileno de alta densidad),Recepción y Almacenamiento,23.05
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,17 04 07 | Metales mezclados,Valorización,192.93
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,11.61
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,20 03 02 | Residuos de mercados,Eliminación,3461.87
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Antofagasta,Antofagasta,17 02 10 | Plástico HDPE (polietileno de alta densidad),Recepción y Almacenamiento,25.82
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,1.25
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,20 03 02 | Residuos de mercados,Eliminación,960.99
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,17 04 07 | Metales mezclados,Valorización,110.33
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,6.79
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,20 03 02 | Residuos de mercados,Eliminación,136.7
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,3.61
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,7.16
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,2.02
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Antofagasta,Calama,19 08 05 | Lodos del tratamiento de aguas residuales urbanas,Eliminación,1.55
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,20 03 01 | Mezclas de residuos municipales,Eliminación,7.93
Tarapacá,Pozo Almonte,-20.057626493361,-69.257326904898,Tarapacá,Alto Hospicio,20 03 01 | Mezclas de residuos municipales,Eliminación,1.84
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.15
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.12
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.13
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 01 | Mezclas de residuos municipales,Eliminación,0.165
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.24
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.205
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.185
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.255
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.175
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.215
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.19
Antofagasta,Mejillones,-23.098504652855,-70.445507005643,Antofagasta,Mejillones,20 03 99 | Residuos municipales no especificados en otra categoría,Eliminación,0.165
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Antofagasta,Antofagasta,12 01 01 | Limaduras y virutas de metales férreos,Valorización,9.07
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,4.76
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Antofagasta,Antofagasta,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,Recepción y Almacenamiento,0.059
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Antofagasta,Antofagasta,12 01 01 | Limaduras y virutas de metales férreos,Valorización,25.682
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,5.19
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,San Bernardo,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,Recepción y Almacenamiento,0.009
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,San Bernardo,12 01 99 | Residuos no especificados en otra categoría,Recepción y Almacenamiento,0.041
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Antofagasta,Antofagasta,12 01 01 | Limaduras y virutas de metales férreos,Valorización,7.85
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,4.51
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,San Bernardo,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,Recepción y Almacenamiento,0.135
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,San Bernardo,12 01 99 | Residuos no especificados en otra categoría,Recepción y Almacenamiento,0.016
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Antofagasta,Antofagasta,12 01 01 | Limaduras y virutas de metales férreos,Valorización,14.567
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,4.31
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,San Bernardo,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,Recepción y Almacenamiento,0.027
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Antofagasta,Antofagasta,12 01 01 | Limaduras y virutas de metales férreos,Valorización,8.997
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,Antofagasta,20 03 01 | Mezclas de residuos municipales,Eliminación,5.19
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,San Bernardo,03 01 99 | Residuos no especificados en otra categoría,Recepción y Almacenamiento,0.62
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,San Bernardo,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,Recepción y Almacenamiento,0.13
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Metropolitana de Santiago,San Bernardo,12 01 99 | Residuos no especificados en otra categoría,Recepción y Almacenamiento,0.017
Antofagasta,Antofagasta,-23.596797060948,-70.389726577604,Antofagasta,Antofagasta,12 01 01 | Limaduras y virutas de metales férreos,Valorización,21.36
